18497.25,22,1
18497.50,14,1
18497.75,8,1
18498.00,12,-1
18498.25,12,-1
18498.25,22,-1
18498.25,3,-1
18498.00,40,-1
18497.75,41,-1
18497.50,34,1
18497.25,48,-1
18497.50,44,1
18497.75,3,-1
18498.00,34,1
18498.25,21,1
18498.00,6,1
18498.00,31,1
18498.00,15,-1
18498.25,49,-1
18498.00,49,1
18497.75,15,1
18497.50,15,1
18497.50,2,-1
18497.75,45,1
18498.00,6,1
18498.00,18,-1
18497.75,50,1
18497.50,47,1
18497.50,40,1
18497.25,37,-1
18497.50,12,1
18497.50,30,1
18497.25,19,-1
18497.50,36,1
18497.25,44,1
18497.50,45,1
18497.25,25,-1
18497.00,34,1
18497.25,2,1
18497.25,41,1
18497.00,43,1
18497.00,4,1
18497.00,3,-1
18496.75,41,-1
18496.75,21,-1
18496.75,33,1
18496.50,45,1
18496.50,49,-1
18496.75,22,1
18496.50,4,1
18496.75,40,-1
18496.75,17,-1
18496.50,20,-1
18496.25,11,1
18496.00,12,1
18496.25,44,-1
18496.50,2,-1
18496.75,31,-1
18496.75,41,-1
18497.00,37,1
18497.00,49,-1
18496.75,9,-1
18496.50,42,1
18496.50,10,-1
18496.25,47,-1
18496.50,23,-1
18496.25,48,-1
18496.00,18,-1
18496.00,18,1
18495.75,45,1
18496.00,1,1
18496.00,49,-1
18495.75,15,-1
18496.00,10,1
18496.00,46,-1
18496.25,11,1
18496.00,36,1
18495.75,15,-1
18495.75,14,1
18495.50,13,1
18495.25,29,1
18495.50,36,1
18495.75,46,1
18496.00,7,1
18496.00,37,1
18495.75,20,1
18496.00,21,-1
18496.00,35,1
18495.75,12,1
18496.00,6,1
18495.75,36,-1
18495.75,7,1
18495.75,24,1
18496.00,30,-1
18496.25,7,-1
18496.00,23,1
18496.25,19,-1
18496.50,3,1
18496.75,11,-1
18496.75,41,-1
18496.50,7,-1
18496.50,9,-1
18496.25,31,-1
18496.00,11,1
18495.75,26,-1
18495.50,45,1
18495.50,22,-1
18495.25,38,1
18495.25,32,1
18495.00,12,1
18495.00,32,-1
18495.00,7,1
18495.25,38,1
18495.50,40,1
18495.75,6,1
18495.50,47,1
18495.75,12,-1
18495.50,35,-1
18495.75,23,-1
18496.00,19,1
18496.25,37,-1
18496.50,4,-1
18496.25,47,1
18496.00,37,-1
18495.75,47,-1
18495.50,28,-1
18495.75,38,1
18495.75,7,1
18495.75,2,1
18495.50,22,-1
18495.50,38,-1
18495.25,6,-1
18495.00,12,1
18495.00,15,-1
18494.75,23,-1
18494.50,29,-1
18494.50,1,1
18494.75,49,1
18495.00,8,-1
18494.75,43,-1
18495.00,33,-1
18494.75,7,1
18495.00,22,1
18495.00,16,1
18494.75,10,1
18494.50,17,1
18494.75,2,1
18494.50,33,-1
18494.25,48,1
18494.00,26,-1
18494.25,23,1
18494.25,33,-1
18494.50,6,-1
18494.50,41,1
18494.25,39,1
18494.25,38,1
18494.00,26,1
18494.25,40,-1
18494.25,7,-1
18494.00,41,1
18493.75,2,1
18494.00,47,-1
18494.25,11,1
18494.00,17,1
18493.75,32,-1
18493.75,14,-1
18494.00,31,-1
18493.75,50,1
18493.50,11,-1
18493.75,50,-1
18494.00,27,-1
18494.00,18,-1
18494.25,8,1
18494.50,34,-1
18494.50,3,1
18494.25,50,-1
18494.50,32,1
18494.50,3,1
18494.50,3,1
18494.75,8,-1
18494.75,44,1
18494.75,48,-1
18494.75,18,-1
18494.75,14,1
18495.00,26,1
18495.25,21,-1
18495.00,10,1
18495.25,17,1
18495.50,30,-1
18495.50,1,1
18495.25,43,-1
18495.25,12,-1
18495.00,47,-1
18495.25,32,-1
18495.25,5,-1
18495.50,43,1
18495.25,19,-1
18495.25,31,1
18495.00,17,-1
18495.25,38,1
18495.00,46,-1
18494.75,19,1
18494.75,20,1
18494.50,21,1
18494.50,21,-1
18494.25,15,1
18494.00,26,-1
18493.75,1,-1
18493.75,21,1
18494.00,11,-1
18494.25,32,1
18494.25,25,-1
18494.50,7,-1
18494.75,1,1
18495.00,1,1
18495.00,45,1
18495.00,20,-1
18495.25,16,-1
18495.25,19,1
18495.25,27,1
18495.25,42,-1
18495.25,7,1
18495.50,23,1
18495.75,49,1
18495.75,4,-1
18495.75,25,-1
18495.50,48,1
18495.50,21,1
18495.50,50,1
18495.75,30,-1
18496.00,11,-1
18496.00,46,1
18495.75,47,1
18495.75,46,1
18495.75,42,1
18495.75,6,1
18495.75,31,1
18495.75,12,-1
18495.75,30,1
18495.50,37,-1
18495.25,41,-1
18495.25,44,1
18495.00,39,1
18495.00,41,-1
18495.00,50,-1
18494.75,4,1
18495.00,20,-1
18495.00,7,-1
18494.75,45,-1
18494.75,5,1
18494.50,47,-1
18494.75,11,1
18494.75,10,1
18494.50,8,1
18494.75,24,-1
18494.50,21,1
18494.75,21,1
18494.50,44,1
18494.25,26,1
18494.00,34,-1
18494.25,13,1
18494.50,9,-1
18494.75,9,1
18495.00,21,1
18494.75,10,-1
18494.50,11,1
18494.50,27,1
18494.75,32,-1
18494.50,38,-1
18494.75,34,-1
18495.00,41,1
18494.75,18,1
18494.50,7,1
18494.25,10,-1
18494.50,8,-1
18494.75,11,1
18494.50,22,1
18494.25,14,1
18494.25,39,-1
18494.50,23,1
18494.75,9,-1
18494.75,38,1
18495.00,9,1
18494.75,25,1
18495.00,33,1
18494.75,48,1
18494.50,43,1
18494.50,48,1
18494.50,7,-1
18494.50,47,1
18494.25,36,-1
18494.50,41,-1
18494.50,22,-1
18494.75,48,1
18494.75,1,1
18494.75,14,1
18495.00,12,1
18495.00,6,1
18494.75,34,1
18494.50,45,-1
18494.75,26,1
18494.50,3,1
18494.50,42,1
18494.50,32,-1
18494.50,39,-1
18494.25,27,1
18494.00,45,1
18494.25,19,-1
18494.00,39,1
18494.25,5,-1
18494.25,7,1
18494.50,13,-1
18494.75,11,-1
18495.00,5,1
18495.25,34,-1
18495.00,36,-1
18495.25,34,1
18495.50,18,-1
18495.75,23,-1
18495.75,16,-1
18495.50,6,-1
18495.75,1,1
18495.75,11,1
18495.50,35,-1
18495.75,3,-1
18496.00,22,-1
18496.00,31,-1
18495.75,2,1
18496.00,27,-1
18496.00,17,1
18495.75,48,1
18495.75,28,-1
18495.75,17,1
18495.50,27,-1
18495.75,33,1
18495.75,41,-1
18495.75,36,1
18495.75,45,1
18496.00,50,-1
18496.00,25,1
18496.25,3,-1
18496.00,12,-1
18496.25,6,-1
18496.25,33,-1
18496.25,25,1
18496.00,19,1
18496.00,31,1
18496.25,14,-1
18496.25,36,-1
18496.00,40,-1
18496.00,4,-1
18496.25,10,1
18496.50,42,-1
18496.50,38,1
18496.75,35,-1
18496.50,5,1
18496.25,27,-1
18496.00,47,1
18496.00,2,1
18496.25,25,1
18496.25,14,-1
18496.50,32,1
18496.25,36,-1
18496.00,30,-1
18496.25,48,1
18496.00,26,1
18495.75,37,1
18496.00,29,1
18496.00,10,-1
18495.75,5,-1
18495.50,26,-1
18495.25,48,-1
18495.25,39,-1
18495.00,6,-1
18495.25,4,-1
18495.00,47,-1
18495.25,11,1
18495.50,5,1
18495.25,46,1
18495.00,23,1
18495.00,44,1
18495.25,17,1
18495.00,5,-1
18494.75,49,1
18494.50,1,-1
18494.50,29,1
18494.25,46,1
18494.00,10,-1
18494.25,26,1
18494.00,28,-1
18494.00,42,-1
18493.75,22,1
18493.50,48,-1
18493.50,1,-1
18493.75,31,1
18493.50,37,1
18493.75,33,-1
18493.75,38,-1
18494.00,44,-1
18494.25,36,-1
18494.00,46,1
18493.75,34,1
18494.00,34,-1
18493.75,50,1
18494.00,20,1
18494.25,24,-1
18494.00,1,-1
18494.25,15,1
18494.25,2,-1
18494.00,11,-1
18494.25,41,1
18494.25,3,1
18494.25,28,1
18494.00,35,-1
18494.25,26,-1
18494.00,9,1
18493.75,39,-1
18494.00,16,1
18494.00,40,-1
18494.25,45,1
18494.50,7,-1
18494.25,28,-1
18494.50,45,-1
18494.25,16,-1
18494.25,12,1
18494.50,25,-1
18494.25,27,-1
18494.00,44,1
18493.75,34,-1
18493.75,3,1
18493.50,32,1
18493.50,2,1
18493.25,2,1
18493.50,14,1
18493.50,17,1
18493.50,3,1
18493.50,18,1
18493.50,13,1
18493.25,22,1
18493.50,22,-1
18493.75,24,1
18493.75,42,-1
18493.50,21,-1
18493.50,20,-1
18493.75,22,1
18493.75,42,1
18494.00,9,1
18494.00,39,1
18494.00,25,-1
18494.25,43,-1
18494.00,33,1
18494.00,10,-1
18494.25,21,1
18494.00,29,-1
18494.00,6,1
18494.00,40,1
18494.00,1,-1
18494.25,26,-1
18494.00,48,1
18494.25,10,1
18494.00,34,1
18493.75,33,-1
18493.75,11,-1
18494.00,36,1
18493.75,44,-1
18493.75,14,-1
18493.50,32,1
18493.75,37,-1
18493.75,4,-1
18493.75,23,-1
18493.75,25,1
18493.50,19,-1
18493.25,43,-1
18493.00,2,1
18493.25,34,-1
18493.25,28,-1
18493.25,48,-1
18493.50,21,1
18493.25,4,-1
18493.25,21,-1
18493.25,5,-1
18493.50,5,1
18493.75,21,-1
18494.00,31,-1
18494.00,2,-1
18494.00,15,1
18494.00,31,1
18494.00,32,-1
18494.25,12,-1
18494.25,23,1
18494.25,3,1
18494.50,36,1
18494.75,11,-1
18494.75,7,1
18495.00,29,-1
18495.00,10,-1
18495.25,9,-1
18495.25,19,1
18495.00,14,-1
18495.25,27,1
18495.25,2,-1
18495.25,46,1
18495.00,50,1
18494.75,28,-1
18495.00,10,-1
18495.00,27,1
18495.00,29,1
18495.25,9,1
18495.50,31,-1
18495.50,12,1
18495.50,24,-1
18495.75,34,-1
18496.00,4,1
18496.00,35,-1
18496.25,13,1
18496.00,5,-1
18496.25,3,-1
18496.00,42,1
18495.75,9,-1
18495.50,13,1
18495.25,25,-1
18495.50,46,-1
18495.50,39,1
18495.75,49,1
18495.50,26,1
18495.75,49,-1
18495.50,17,1
18495.50,13,-1
18495.25,1,-1
18495.25,43,1
18495.50,3,-1
18495.75,30,-1
18495.75,7,-1
18495.50,7,-1
18495.50,31,-1
18495.25,8,-1
18495.00,50,-1
18494.75,5,-1
18494.75,21,-1
18494.75,29,-1
18494.50,32,1
18494.25,36,1
18494.50,6,1
18494.75,21,1
18494.75,28,1
18495.00,43,-1
18495.25,41,-1
18495.00,5,-1
18494.75,18,-1
18494.75,10,-1
18494.75,17,-1
18494.75,38,1
18495.00,35,-1
18494.75,28,-1
18495.00,9,-1
18495.00,12,1
18494.75,6,1
18494.75,15,-1
18494.50,36,1
18494.25,44,1
18494.50,15,-1
18494.75,2,1
18494.75,32,1
18495.00,1,1
18495.25,11,1
18495.50,44,-1
18495.50,32,-1
18495.50,3,-1
18495.25,24,-1
18495.25,8,-1
18495.50,3,1
18495.75,11,1
18495.50,7,-1
18495.50,11,1
18495.75,3,-1
18495.75,30,1
18496.00,28,-1
18496.00,32,1
18495.75,41,-1
18495.75,5,-1
18496.00,16,-1
18495.75,38,-1
18495.75,32,-1
18495.50,14,1
18495.75,37,1
18495.50,2,1
18495.25,40,1
18495.25,27,1
18495.50,2,-1
18495.25,37,-1
18495.50,14,-1
18495.25,30,1
18495.00,23,-1
18494.75,19,1
18494.50,19,-1
18494.75,26,-1
18494.75,38,1
18494.75,44,1
18494.75,1,-1
18495.00,41,1
18495.25,9,-1
18495.00,40,1
18494.75,31,-1
18494.50,45,1
18494.50,30,-1
18494.75,27,1
18494.75,37,1
18494.75,38,1
18495.00,49,-1
18495.25,45,-1
18495.25,31,-1
18495.25,13,1
18495.00,44,1
18495.00,12,-1
18495.00,4,-1
18495.25,33,1
18495.50,18,1
18495.50,33,1
18495.50,6,-1
18495.25,21,-1
18495.50,8,1
18495.75,45,1
18495.50,40,1
18495.25,5,1
18495.00,21,-1
18494.75,24,-1
18494.75,36,-1
18495.00,26,1
18494.75,22,1
18495.00,44,1
18495.25,25,-1
18495.50,15,-1
18495.75,23,-1
18495.50,39,-1
18495.25,26,1
18495.25,35,-1
18495.00,16,-1
18495.00,5,1
18495.00,2,-1
18495.00,1,-1
18494.75,16,1
18494.50,18,-1
18494.75,35,-1
18495.00,7,1
18495.25,43,1
18495.00,24,-1
18494.75,9,-1
18494.75,33,1
18494.50,42,1
18494.50,32,-1
18494.25,33,1
18494.00,46,-1
18494.00,43,-1
18494.00,11,-1
18494.00,15,1
18494.25,43,1
18494.00,7,-1
18493.75,28,1
18493.50,22,1
18493.50,50,-1
18493.75,2,1
18493.75,15,1
18493.75,20,1
18493.50,43,-1
18493.75,45,1
18493.75,21,-1
18493.50,47,1
18493.50,17,1
18493.75,47,1
18494.00,8,-1
18494.25,11,1
18494.00,13,-1
18493.75,6,1
18493.50,18,-1
18493.25,12,-1
18493.50,12,-1
18493.75,9,-1
18493.75,16,1
18493.75,25,-1
18494.00,31,-1
18494.25,46,1
18494.00,9,1
18494.00,16,-1
18494.00,28,1
18494.00,1,-1
18494.25,13,1
18494.25,16,-1
18494.50,1,-1
18494.25,17,1
18494.25,18,1
18494.25,47,1
18494.25,44,1
18494.50,43,1
18494.50,38,1
18494.25,4,-1
18494.50,42,1
18494.25,1,1
18494.00,17,-1
18493.75,4,-1
18494.00,50,-1
18494.00,9,-1
18494.25,21,1
18494.25,46,-1
18494.50,37,-1
18494.25,21,-1
18494.00,15,1
18494.25,32,-1
18494.50,26,1
18494.50,21,1
18494.75,31,-1
18495.00,8,-1
18494.75,50,1
18494.75,27,-1
18495.00,37,-1
18494.75,49,1
18494.50,40,-1
18494.75,18,-1
18494.75,36,1
18494.75,21,1
18495.00,4,1
18495.00,37,1
18494.75,26,1
18495.00,29,1
18494.75,47,1
18494.75,49,1
18494.75,3,1
18494.75,31,-1
18494.50,2,1
18494.25,49,1
18494.00,49,-1
18493.75,26,1
18493.50,18,1
18493.75,18,-1
18493.75,18,1
18493.50,36,1
18493.75,32,-1
18493.75,28,-1
18494.00,4,1
18494.25,5,1
18494.50,14,-1
18494.25,24,-1
18494.50,14,-1
18494.75,23,-1
18494.50,47,-1
18494.25,36,-1
18494.50,30,-1
18494.25,33,1
18494.50,35,1
18494.50,13,1
18494.25,13,-1
18494.00,46,1
18493.75,48,1
18493.50,23,-1
18493.25,43,-1
18493.25,9,-1
18493.00,7,1
18493.00,23,-1
18492.75,41,1
18493.00,28,1
18493.00,41,1
18492.75,2,1
18493.00,10,-1
18492.75,25,1
18492.75,33,-1
18493.00,21,-1
18492.75,45,-1
18493.00,36,1
18492.75,20,-1
18492.75,30,-1
18492.75,20,-1
18493.00,28,1
18492.75,1,1
18492.75,33,-1
18492.50,39,1
18492.75,49,-1
18492.75,20,1
18492.75,20,-1
18493.00,21,-1
18492.75,16,1
18493.00,48,1
18493.25,46,-1
18493.00,9,-1
18493.25,28,1
18493.50,6,-1
18493.75,42,1
18494.00,2,1
18494.00,15,1
18494.00,40,-1
18494.00,18,-1
18493.75,46,1
18493.75,48,-1
18494.00,13,-1
18493.75,27,-1
18493.75,30,1
18493.50,47,-1
18493.50,14,1
18493.50,14,-1
18493.50,18,-1
18493.50,49,-1
18493.75,17,-1
18493.75,18,-1
18493.50,27,-1
18493.50,10,1
18493.75,23,1
18494.00,45,1
18493.75,28,1
18494.00,23,1
18493.75,49,-1
18494.00,44,1
18494.25,42,-1
18494.00,34,1
18494.00,26,1
18494.00,18,-1
18494.25,42,1
18494.25,17,1
18494.00,44,-1
18494.25,2,-1
18494.00,14,-1
18494.00,12,-1
18494.00,28,1
18494.25,23,-1
18494.50,42,1
18494.75,14,1
18494.75,47,-1
18495.00,38,1
18495.00,35,-1
18494.75,30,-1
18494.50,31,1
18494.50,5,-1
18494.50,49,1
18494.25,26,-1
18494.00,8,1
18494.25,2,-1
18494.00,24,-1
18493.75,48,-1
18493.75,50,-1
18493.50,6,-1
18493.50,19,1
18493.25,36,-1
18493.00,45,-1
18493.00,46,-1
18492.75,22,1
18492.50,44,1
18492.50,2,1
18492.25,2,1
18492.00,48,-1
18491.75,34,-1
18492.00,24,-1
18491.75,19,1
18491.75,33,-1
18491.75,50,-1
18491.75,39,1
18492.00,38,1
18492.00,9,1
18492.25,1,1
18492.50,40,1
18492.75,20,1
18492.50,38,1
18492.50,28,1
18492.50,12,-1
18492.75,21,1
18492.50,28,1
18492.50,19,-1
18492.50,50,-1
18492.25,47,1
18492.50,3,1
18492.75,20,-1
18492.50,47,1
18492.25,49,-1
18492.25,43,-1
18492.50,19,-1
18492.25,23,-1
18492.00,33,-1
18491.75,19,1
18492.00,49,1
18492.25,43,-1
18492.50,32,-1
18492.25,15,-1
18492.50,42,1
18492.50,20,-1
18492.25,10,-1
18492.00,40,-1
18491.75,2,-1
18491.75,37,-1
18491.50,38,1
18491.75,42,1
18492.00,50,1
18491.75,6,1
18491.75,21,1
18491.75,40,1
18491.75,23,1
18491.75,10,-1
18492.00,24,-1
18492.00,7,1
18491.75,22,1
18491.50,29,-1
18491.25,7,-1
18491.25,42,-1
18491.50,9,1
18491.75,26,1
18491.50,13,-1
18491.75,3,-1
18491.50,16,1
18491.50,19,1
18491.25,36,-1
18491.50,1,1
18491.50,17,1
18491.75,38,-1
18491.50,1,1
18491.75,39,1
18492.00,37,-1
18491.75,22,1
18492.00,25,1
18492.00,15,1
18492.00,45,-1
18491.75,23,1
18491.75,41,1
18492.00,1,-1
18492.25,43,-1
18492.50,42,-1
18492.50,35,1
18492.75,32,-1
18492.75,39,1
18492.50,6,1
18492.50,47,1
18492.50,5,-1
18492.75,21,1
18493.00,39,1
18493.25,12,1
18493.50,36,1
18493.75,13,-1
18494.00,43,-1
18494.00,36,-1
18494.25,23,-1
18494.00,28,1
18494.00,43,1
18494.00,24,1
18493.75,29,1
18493.75,5,1
18494.00,5,-1
18493.75,7,1
18493.75,35,1
18494.00,43,1
18493.75,24,1
18493.50,24,1
18493.75,30,-1
18494.00,29,-1
18494.00,40,1
18494.00,5,1
18494.00,14,1
18493.75,29,1
18494.00,5,-1
18493.75,26,1
18493.50,38,-1
18493.25,35,-1
18493.25,24,1
18493.00,10,1
18493.00,27,-1
18492.75,43,-1
18492.75,23,1
18493.00,18,1
18493.00,8,-1
18493.00,44,-1
18493.25,6,1
18493.50,47,-1
18493.25,4,1
18493.00,42,1
18492.75,24,1
18493.00,35,1
18493.00,8,1
18493.25,37,1
18493.25,40,1
18493.00,28,1
18493.25,10,1
18493.50,36,-1
18493.75,34,-1
18493.50,41,-1
18493.50,19,1
18493.50,48,-1
18493.75,29,-1
18493.75,35,-1
18493.50,24,1
18493.50,22,-1
18493.75,32,-1
18494.00,28,-1
18494.00,28,1
18494.00,23,-1
18494.25,34,-1
18494.25,46,1
18494.25,24,-1
18494.00,46,1
18494.00,11,-1
18494.25,18,1
18494.25,14,-1
18494.25,39,-1
18494.00,34,-1
18493.75,13,1
18493.50,19,-1
18493.25,35,-1
18493.00,13,1
18493.00,18,1
18493.25,11,-1
18493.50,42,-1
18493.75,7,-1
18493.50,18,-1
18493.50,29,1
18493.75,18,1
18494.00,11,-1
18493.75,17,-1
18493.50,30,-1
18493.50,49,-1
18493.50,18,1
18493.25,8,-1
18493.25,2,-1
18493.50,27,-1
18493.25,19,1
18493.25,35,1
18493.25,14,-1
18493.25,32,1
18493.25,37,-1
18493.25,21,-1
18493.25,44,1
18493.25,24,1
18493.00,22,-1
18492.75,30,-1
18492.75,24,1
18492.50,5,1
18492.50,29,1
18492.25,50,1
18492.25,31,-1
18492.25,43,1
18492.50,18,-1
18492.75,19,1
18492.75,21,-1
18493.00,42,1
18492.75,48,-1
18492.75,20,-1
18492.50,38,1
18492.50,6,-1
18492.25,45,-1
18492.25,34,1
18492.00,15,-1
18491.75,9,-1
18491.50,31,1
18491.50,36,1
18491.25,39,-1
18491.50,45,-1
18491.50,22,-1
18491.75,42,1
18492.00,5,-1
18492.25,33,-1
18492.00,15,-1
18492.00,41,1
18492.25,36,-1
18492.00,12,-1
18491.75,44,-1
18491.75,15,-1
18491.50,24,-1
18491.25,5,-1
18491.25,48,-1
18491.00,28,-1
18491.00,5,-1
18491.00,27,1
18490.75,23,-1
18490.75,50,-1
18491.00,30,-1
18491.25,43,-1
18491.50,38,-1
18491.50,11,-1
18491.50,6,-1
18491.75,2,1
18491.75,49,1
18491.50,40,-1
18491.25,20,-1
18491.50,39,-1
18491.25,40,-1
18491.25,12,-1
18491.50,34,1
18491.75,44,-1
18491.75,24,1
18491.50,37,1
18491.50,14,-1
18491.50,1,1
18491.25,25,1
18491.25,50,-1
18491.00,36,-1
18490.75,28,-1
18490.75,36,-1
18490.50,38,1
18490.50,15,1
18490.75,9,-1
18490.50,15,1
18490.25,17,1
18490.25,11,1
18490.00,21,1
18490.00,11,-1
18489.75,43,1
18490.00,27,1
18489.75,14,1
18489.75,43,-1
18489.50,8,-1
18489.75,34,-1
18490.00,7,-1
18490.25,37,-1
18490.50,36,-1
18490.25,17,-1
18490.50,19,1
18490.50,1,-1
18490.50,15,1
18490.50,41,-1
18490.25,42,1
18490.25,21,-1
18490.00,12,1
18489.75,2,1
18489.50,20,-1
18489.50,19,-1
18489.75,4,-1
18489.75,43,1
18489.75,36,-1
18490.00,23,-1
18489.75,8,1
18490.00,29,-1
18490.00,30,1
18490.25,40,-1
18490.50,29,-1
18490.50,10,-1
18490.25,7,1
18490.00,13,1
18489.75,40,-1
18489.75,33,1
18489.75,20,1
18489.75,25,1
18490.00,8,1
18490.25,20,1
18490.50,40,-1
18490.50,8,1
18490.50,46,-1
18490.50,16,1
18490.50,12,-1
18490.25,9,1
18490.00,10,-1
18490.25,35,-1
18490.50,26,-1
18490.75,21,1
18490.50,44,-1
18490.50,31,1
18490.75,18,-1
18491.00,42,1
18490.75,41,-1
18490.75,26,-1
18490.75,34,1
18490.50,23,1
18490.75,24,-1
18490.75,43,-1
18490.50,24,1
18490.25,42,-1
18490.50,16,-1
18490.75,27,1
18490.50,25,1
18490.25,4,1
18490.00,7,1
18490.00,35,1
18490.00,36,1
18490.25,31,1
18490.25,46,-1
18490.00,3,1
18490.00,16,-1
18490.00,43,-1
18489.75,48,1
18490.00,15,-1
18489.75,21,1
18490.00,17,-1
18489.75,35,1
18489.50,6,1
18489.50,18,-1
18489.75,45,1
18489.50,49,-1
18489.50,32,1
18489.50,46,-1
18489.75,35,1
18489.50,20,-1
18489.25,29,1
18489.00,11,1
18488.75,29,-1
18488.50,9,1
18488.25,50,-1
18488.25,22,-1
18488.00,9,1
18487.75,11,-1
18487.75,9,1
18487.75,21,-1
18488.00,2,1
18488.00,2,1
18487.75,31,-1
18488.00,23,-1
18488.00,9,1
18488.25,47,1
18488.25,20,1
18488.00,1,-1
18488.25,43,1
18488.25,5,1
18488.50,20,-1
18488.75,14,1
18488.75,32,1
18488.75,43,-1
18488.50,38,1
18488.25,41,-1
18488.00,13,1
18487.75,39,1
18487.50,27,1
18487.25,6,1
18487.50,31,-1
18487.50,30,1
18487.50,38,-1
18487.25,10,-1
18487.25,4,1
18487.50,42,-1
18487.25,30,-1
18487.25,42,1
18487.25,15,1
18487.25,14,-1
18487.00,28,1
18487.25,6,-1
18487.25,17,1
18487.25,26,-1
18487.25,9,1
18487.50,22,-1
18487.50,8,1
18487.75,27,-1
18488.00,9,1
18487.75,35,1
18488.00,36,-1
18488.25,26,1
18488.00,12,-1
18488.25,27,1
18488.00,19,-1
18488.00,30,-1
18488.00,3,-1
18487.75,48,1
18487.75,25,-1
18487.75,12,-1
18487.75,29,-1
18487.75,6,-1
18487.50,45,1
18487.50,15,1
18487.50,19,-1
18487.50,14,1
18487.25,20,1
18487.00,46,1
18487.25,35,1
18487.50,28,1
18487.25,15,-1
18487.00,32,-1
18487.25,42,-1
18487.25,46,1
18487.00,40,-1
18486.75,4,1
18486.75,13,-1
18486.75,19,-1
18487.00,32,1
18487.00,25,-1
18487.00,7,-1
18487.00,3,1
18487.00,49,-1
18486.75,2,-1
18487.00,35,-1
18487.25,26,-1
18487.25,7,1
18487.25,4,-1
18487.00,20,-1
18487.25,16,-1
18487.50,35,1
18487.50,16,-1
18487.25,47,-1
18487.00,47,1
18487.25,12,-1
18487.25,49,1
18487.00,27,1
18487.00,34,1
18486.75,14,1
18486.75,34,-1
18486.50,38,-1
18486.75,4,-1
18487.00,48,1
18487.25,40,1
18487.25,46,-1
18487.00,35,1
18487.25,25,-1
18487.25,42,1
18487.25,49,1
18487.00,18,-1
18486.75,44,-1
18486.75,4,1
18486.50,6,-1
18486.50,18,1
18486.75,49,1
18486.75,44,1
18486.75,44,-1
18487.00,43,1
18487.00,12,-1
18486.75,45,-1
18486.50,26,1
18486.75,20,1
18487.00,11,-1
18487.25,26,-1
18487.00,4,-1
18487.25,24,1
18487.50,49,-1
18487.75,27,-1
18487.50,34,-1
18487.50,6,1
18487.50,22,1
18487.50,22,-1
18487.75,41,1
18487.75,16,-1
18488.00,16,-1
18488.00,6,-1
18487.75,50,-1
18487.50,17,-1
18487.75,27,-1
18488.00,26,1
18488.00,31,-1
18487.75,46,-1
18488.00,6,1
18487.75,3,1
18488.00,15,-1
18488.00,18,1
18488.00,11,-1
